88,107,1014
144,133,1014
169,147,1013
175,155,1014
175,160,1013
173,160,1012
174,162,1014
173,163,1013
175,162,1015
173,163,1014
174,161,1014
172,163,1013
172,163,1014
175,164,1013
176,163,1014
175,164,1015
175,164,1013
176,163,1013
176,165,1014
177,163,1014
176,164,1014
174,164,1013
174,164,1013
175,164,1014
174,163,1014
178,164,1014
178,165,1014
179,166,1014
178,165,1013
177,164,1013
177,165,1014
175,164,1013
175,164,1013
174,164,1013
174,163,1013
174,162,1014
174,163,1012
141,156,1014
161,159,1014
164,160,1020
164,158,1013
164,151,1013
163,160,1014
164,159,1015
164,160,1013
163,161,1013
160,159,1014
166,159,1014
166,159,1016
166,161,1014
166,160,1018
165,159,1013
164,160,1013
163,160,1013
164,163,1013
164,161,1013
162,161,1012
162,160,1014
160,158,1014
164,160,1014
165,159,1013
166,160,1020
167,162,1013
164,161,1014
163,162,1013
163,160,1014
164,160,1014
162,159,1013
163,159,1015
162,159,1014
162,160,1012
165,160,1012
166,161,1013
167,161,1014
133,158,1013
157,157,1014
162,159,1013
163,159,1012
162,161,1014
163,160,1013
163,160,1014
162,159,1015
165,160,1013
165,161,1014
165,160,1013
164,160,1014
163,161,1014
163,161,1013
164,161,1016
163,159,1013
162,159,1014
163,160,1013
163,160,1014
162,159,1013
165,160,1015
166,160,1013
165,161,1014
165,162,1013
165,162,1012
164,160,1014
164,159,1014
164,160,1012
163,160,1014
163,160,1013
162,160,1012
161,159,1014
165,160,1013
166,162,1014
166,161,1013
165,160,1013
132,155,1015
158,159,1012
162,159,1013
163,160,1013
162,159,1014
160,159,1014
163,161,1014
165,161,1014
166,161,1013
166,162,1014
164,161,1014
163,160,1014
164,160,1014
163,161,1013
163,160,1013
161,160,1015
163,161,1014
160,160,1013
164,160,1014
165,160,1014
166,162,1014
165,161,1013
166,161,1013
164,161,1014
163,160,1013
164,162,1013
161,160,1014
162,160,1014
163,160,1013
160,159,1012
165,161,1013
165,160,1014
166,161,1013
165,161,1013
163,161,1014
164,162,1016
163,161,1014
132,155,1014
156,156,1014
161,159,1013
161,156,1013
165,158,1015
165,160,1014
166,161,1013
166,160,1013
163,159,1014
162,159,1014
162,161,1014
164,160,1012
162,161,1014
160,159,1014
161,160,1013
162,160,1012
165,159,1013
165,161,1012
165,161,1013
164,160,1014
163,160,1012
164,160,1013
163,161,1015
162,160,1013
162,159,1014
161,160,1013
161,159,1014
162,159,1013
165,160,1013
165,161,1013
165,160,1014
165,160,1013
163,161,1014
162,161,1014
164,161,1012
162,160,1013
131,155,1014
155,157,1015
163,159,1013
165,161,1013
166,162,1014
165,161,1013
165,161,1014
164,161,1015
163,160,1015
163,161,1014
167,160,1013
162,160,1014
162,160,1014
160,160,1014
164,160,1014
166,160,1009
165,161,1014
165,161,1009
164,162,1014
164,160,1014
163,160,1014
164,159,1013
162,159,1012
161,161,1014
162,160,1015
160,160,1014
164,161,1014
164,160,1014
165,161,1014
166,161,1014
163,161,1014
163,159,1012
162,161,1014
163,160,1013
162,160,1014
163,160,1014
161,159,1013
131,154,1013
160,157,1014
163,160,1014
163,158,1014
163,160,1014
163,160,1013
163,161,1014
163,160,1015
163,160,1014
161,159,1014
160,158,1014
160,159,1013
164,160,1014
165,159,1013
165,160,1013
165,160,1014
163,159,1014
163,160,1014
163,159,1014
162,160,1012
163,160,1015
162,159,1014
163,161,1012
161,159,1011
163,160,1014
165,161,1013
166,161,1013
164,161,1014
163,160,1015
163,159,1014
163,160,1014
163,159,1014
163,160,1015
163,159,1013
162,160,1013
161,160,1013
165,161,1014
135,154,1014
157,158,1014
163,160,1013
164,160,1013
162,161,1014
162,160,1013
162,159,1014
161,159,1015
160,161,1013
165,161,1014
165,162,1013
164,161,1013
164,161,1013
163,161,1014
161,160,1014
163,162,1014
163,160,1013
162,160,1012
162,161,1014
163,160,1014
159,160,1013
164,160,1013
165,162,1014
165,159,1014
164,162,1013
164,160,1014
163,159,1015
162,160,1014
162,160,1013
160,158,1014
160,159,1015
161,159,1013
161,159,1014
165,160,1014
167,162,1015
166,164,1013
133,148,1014
157,160,1012
160,159,1013
160,157,1013
160,157,1015
161,159,1013
162,158,1015
161,159,1014
165,160,1014
165,162,1012
164,161,1014
164,161,1015
163,160,1014
164,160,1012
163,159,1014
162,159,1011
162,159,1014
162,159,1014
162,159,1014
161,159,1014
164,160,1013
166,159,1014
166,161,1015
164,160,1012
155,159,1014
161,160,1013
162,160,1013
163,160,1014
162,161,1015
162,162,1012
161,160,1014
160,160,1013
164,159,1013
165,160,1013
165,161,1015
163,159,1014
162,160,1014
95,151,1014
150,156,1015
158,157,1013
161,159,1014
164,160,1014
165,161,1013
164,161,1013
165,160,1014
164,161,1013
163,159,1012
163,161,1014
163,161,1014
163,160,1014
163,159,1016
162,160,1013
159,161,1013
164,160,1014
163,159,1015
165,161,1014
165,161,1014
163,161,1014
163,161,1014
163,162,1014
164,162,1015
163,163,1015
160,161,1013
160,166,1014
159,160,1014
164,160,1014
165,160,1013
164,160,1013
165,160,1014
164,158,1015
162,160,1012
163,160,1013
163,161,1015
130,153,1014
149,155,1013
151,157,1012
152,156,1013
154,158,1013
153,157,1015
153,158,1013
152,156,1013
152,157,1014
153,158,1014
152,157,1014
153,158,1013
152,157,1013
152,158,1014
151,159,1015
154,157,1014
155,157,1013
153,157,1013
154,157,1014
152,158,1014
153,158,1013
152,158,1014
151,157,1014
152,157,1014
151,157,1014
151,156,1014
151,156,1013
154,158,1013
154,157,1014
154,159,1013
154,158,1013
154,157,1013
153,156,1015
152,158,1014
152,158,1014
151,158,1014
151,158,1015
126,154,1014
150,156,1013
153,158,1012
154,158,1013
153,157,1012
153,158,1013
152,158,1014
152,158,1013
152,158,1014
152,157,1013
151,158,1015
151,157,1013
153,160,1013
154,157,1013
154,159,1013
154,157,1013
153,158,1013
152,157,1013
151,158,1012
151,158,1014
151,158,1014
152,157,1014
152,156,1014
149,158,1014
154,157,1014
153,158,1014
153,158,1014
154,158,1013
152,157,1013
153,156,1014
152,157,1013
152,158,1015
151,158,1014
150,157,1014
152,158,1015
150,157,1014
154,158,1013
123,153,1012
147,156,1014
152,157,1013
151,156,1013
152,158,1013
150,158,1014
151,158,1013
151,157,1014
150,158,1014
155,158,1014
154,157,1012
154,159,1013
143,158,1014
153,157,1015
153,158,1013
152,158,1015
152,158,1014
152,158,1014
152,157,1016
151,157,1013
150,156,1014
154,158,1013
155,158,1013
154,159,1013
153,158,1013
152,158,1014
153,158,1013
151,156,1013
153,158,1013
151,157,1014
150,158,1015
152,158,1015
148,157,1016
153,158,1014
155,159,1014
152,151,1014
127,154,1014
142,153,1014
144,156,1014
144,155,1013
142,154,1014
142,155,1014
142,156,1014
141,156,1015
145,156,1016
145,156,1013
145,155,1013
144,156,1014
144,155,1016
143,155,1014
144,157,1011
143,156,1014
143,156,1014
142,155,1014
143,155,1015
142,157,1013
144,157,1013
146,155,1014
145,155,1012
144,156,1014
144,157,1023
144,156,1013
144,156,1010
142,155,1013
141,154,1015
142,155,1015
142,156,1014
142,156,1014
145,155,1014
146,156,1014
145,156,1015
146,156,1013
143,157,993
120,152,1015
141,154,1015
142,154,1015
142,155,1014
140,154,1013
144,154,1013
144,155,1013
145,155,1015
137,155,1014
144,155,1014
143,157,1013
142,156,1013
142,155,1013
141,155,1014
141,156,1013
143,156,1013
141,155,1014
144,154,1013
144,155,1014
144,155,1015
146,155,1013
144,155,1014
142,155,1014
143,154,1013
144,156,1012
144,156,1013
141,156,1015
143,154,1014
142,155,1014
145,156,1015
146,154,1015
145,156,1014
145,156,1015
143,156,1014
143,155,1014
143,156,1014
121,153,1013
140,155,1014
144,154,1013
142,155,1014
144,155,1015
145,156,1013
145,157,1014
144,155,1014
145,155,1014
143,155,1013
143,154,1014
144,155,1012
143,157,1012
142,153,1014
143,155,1013
142,154,1015
145,155,1012
146,156,1015
145,154,1015
143,156,1014
145,156,1013
142,156,1014
143,155,1014
143,156,1015
143,155,1014
143,155,1014
142,155,1014
142,156,1013
144,156,1013
145,156,1014
144,156,1013
144,154,1013
144,155,1013
144,156,1014
144,155,1013
143,155,1013
141,153,1016
119,152,1014
140,155,1013
145,155,1014
143,156,1014
144,156,1014
143,155,1014
143,154,1015
143,154,1015
143,155,1014
142,155,1013
143,156,1013
143,155,1014
141,155,1013
145,155,1013
145,154,1016
145,156,1013
146,155,1015
143,156,1013
143,154,1014
143,155,1013
143,155,1014
142,156,1014
142,155,1015
145,154,1013
142,155,1014
145,156,1012
145,154,1013
145,155,1013
144,155,1013
144,155,1013
144,155,1014
143,156,1014
145,155,1012
143,156,1014
142,155,1014
144,156,1014
118,151,1015
138,151,1013
142,153,1013
143,153,1013
143,154,1013
142,155,1013
143,156,1013
143,154,1014
143,155,1012
143,155,1013
142,156,1013
142,154,1013
145,155,1015
142,155,1015
144,155,1014
145,157,1014
143,155,1014
143,155,1014
143,157,1014
142,154,1014
141,156,1014
142,156,1013
142,156,1013
141,155,1013
144,155,1014
145,154,1013
145,156,1012
145,156,1014
144,158,1012
146,158,1015
144,156,1014
142,156,1013
141,156,1014
144,157,1015
142,156,1012
140,154,1017
144,154,1013
123,154,1013
137,152,1015
137,150,1014
139,151,1012
140,151,1013
143,153,1013
142,155,1014
141,155,1014
140,154,1014
145,155,1014
145,156,1014
145,155,1014
144,155,1014
145,157,1012
146,158,1012
144,156,1012
148,161,1014
143,158,1014
143,158,1014
143,156,1015
142,155,1014
144,155,1013
143,155,1014
145,156,1013
143,155,1014
144,156,1013
144,156,1014
143,155,1015
144,154,1015
143,155,1015
142,160,1015
142,155,1014
141,154,1014
144,156,1013
144,156,1013
144,155,1015
145,156,1012
121,152,1013
140,155,1013
143,154,1014
142,155,1015
142,154,1014
143,155,1014
142,155,1015
145,155,1013
144,156,1013
145,156,1015
144,157,1016
144,157,1015
142,156,1014
143,155,1013
143,154,1013
143,156,1014
142,155,1013
142,155,1012
142,155,1015
143,153,1014
143,153,1014
146,157,1011
143,156,1014
142,155,1013
142,154,1013
142,154,1014
144,155,1014
142,157,1014
136,150,1013
143,155,1013
145,159,1014
145,157,1015
145,157,1014
143,155,1016
143,153,1014
149,155,1014
108,152,1013
137,153,1014
141,155,1013
141,156,1014
143,155,1014
148,155,1013
144,156,1013
145,155,1014
143,155,1013
142,155,1014
143,155,1014
142,155,1014
142,154,1013
141,155,1014
141,155,1014
140,156,1014
144,155,1012
144,157,1013
143,155,1013
144,154,1016
144,156,1014
142,155,1014
143,155,1013
143,155,1014
141,155,1014
143,154,1014
141,155,1014
141,155,1013
144,155,1014
143,155,1015
145,155,1015
143,156,1013
142,156,1014
143,155,1013
144,156,1013
142,155,1013
143,156,1013
107,152,1013
134,154,1014
136,154,1014
137,153,1014
135,154,1013
135,152,1015
136,154,1014
136,153,1015
136,152,1014
135,153,1014
135,153,1013
135,154,1014
135,154,1013
137,153,1014
137,154,1015
138,153,1013
137,154,1014
135,154,1014
136,155,1013
135,154,1014
135,154,1013
135,154,1014
136,155,1014
134,154,1015
134,153,1014
136,153,1014
140,153,1013
137,154,1013
138,153,1013
137,153,1013
135,153,1013
136,154,1014
136,154,1013
136,154,1014
135,153,1014
136,153,1014
118,151,1015
130,152,1014
131,152,1013
130,154,1014
129,153,1014
129,152,1015
132,154,1014
130,152,1013
130,152,1012
129,153,1013
