aX,aY,aZ
0.244,0.568,-0.28
0.287,0.722,-0.269
0.299,0.859,-0.245
0.31,0.922,-0.248
0.291,1.03,-0.267
0.257,1.103,-0.318
0.237,1.133,-0.366
0.196,1.159,-0.389
0.165,1.133,-0.43
0.158,1.06,-0.472
0.13,1.01,-0.504
0.107,0.898,-0.509
0.111,0.796,-0.482
0.137,0.749,-0.412
0.176,0.673,-0.377
0.643,1.379,-0.029
0.653,1.496,-0.035
0.639,1.564,-0.063
0.621,1.583,-0.129
0.575,1.596,-0.169
0.52,1.594,-0.243
0.492,1.583,-0.307
0.435,1.55,-0.331
0.399,1.502,-0.361
0.385,1.473,-0.362
0.375,1.396,-0.364
0.381,1.353,-0.361
0.407,1.324,-0.379
0.472,1.301,-0.345
0.516,1.34,-0.36
0.446,1.405,-0.363
0.481,1.483,-0.392
0.495,1.548,-0.439
0.547,1.59,-0.493
0.539,1.695,-0.504
0.369,1.801,-0.486
0.515,1.768,-0.504
0.779,1.691,-0.686
0.519,1.767,-0.39
0.474,1.939,-0.491
0.64,1.917,-0.589
0.629,1.898,-0.675
0.58,1.925,-0.669
0.626,1.91,-0.656
0.67,1.899,-0.648
0.697,1.9,-0.658
0.698,1.909,-0.67
0.733,1.919,-0.683
0.742,1.935,-0.675
0.727,1.948,-0.689
0.693,1.957,-0.697
0.635,1.953,-0.691
0.627,1.904,-0.705
0.602,1.895,-0.669
0.595,1.846,-0.674
0.585,1.761,-0.684
0.589,1.727,-0.665
0.631,1.659,-0.654
0.632,1.499,-0.63
0.671,1.544,-0.636
0.706,1.496,-0.599
0.722,1.469,-0.576
0.748,1.459,-0.546
0.746,1.49,-0.533
0.735,1.545,-0.488
0.721,1.563,-0.475
0.692,1.591,-0.456
0.67,1.6,-0.464
0.632,1.597,-0.461
0.584,1.594,-0.475
0.542,1.575,-0.493
0.47,1.552,-0.527
0.484,1.479,-0.534
0.494,1.423,-0.544
0.479,1.402,-0.561
0.467,1.36,-0.568
0.474,1.328,-0.584
0.496,1.319,-0.587
0.507,1.316,-0.579
0.521,1.319,-0.58
0.512,1.311,-0.579
0.501,1.294,-0.577
0.483,1.281,-0.574
0.456,1.26,-0.574
0.44,1.257,-0.585
0.431,1.277,-0.582
0.42,1.291,-0.569
0.409,1.311,-0.527
0.408,1.301,-0.494
0.415,1.289,-0.488
0.423,1.256,-0.494
0.452,1.239,-0.49
0.474,1.2,-0.488
0.481,1.153,-0.485
0.486,1,-0.469
0.493,1.065,-0.462
0.493,1.014,-0.467
0.489,0.99,-0.493
0.479,0.94,-0.501
0.474,0.887,-0.507
0.453,0.86,-0.504
0.42,0.811,-0.503
0.41,0.765,-0.505
0.403,0.748,-0.515
0.405,0.731,-0.525
0.41,0.74,-0.54
0.414,0.742,-0.524
0.404,0.743,-0.512
0.394,0.72,-0.493
0.375,0.709,-0.491
0.358,0.683,-0.503
0.35,0.661,-0.517
0.332,0.648,-0.511
0.306,0.608,-0.507
0.293,0.582,-0.493
0.28,0.517,-0.484
0.281,0.459,-0.481
0.287,0.438,-0.5
0.291,0.398,-0.508
0.292,0.349,-0.497
0.287,0.318,-0.465
0.289,0.266,-0.453
0.293,0.233,-0.444
0.309,0.224,-0.441
0.313,0.213,-0.44
0.314,0.202,-0.433
0.304,0.197,-0.424
0.296,0.189,-0.396
0.295,0.189,-0.39
0.295,0.172,-0.402
0.29,0.136,-0.402
0.279,0.116,-0.389
0.276,0.099,-0.391
0.277,0.093,-0.4
0.091,-1.716,0.314
0.086,-1.78,0.362
0.082,-1.813,0.384
0.088,-1.868,0.392
0.096,-1.888,0.396
0.119,-1.924,0.396
0.143,-1.956,0.396
0.154,-1.966,0.4
0.174,-1.959,0.4
0.202,-1.925,0.384
0.222,-1.872,0.354
0.273,-1.836,0.348
0.299,-1.753,0.328
0.349,-1.703,0.305
0.389,-1.603,0.293
0.416,-1.497,0.268
0.426,-1.39,0.245
0.433,-1.341,0.232
0.444,-1.255,0.202
0.44,-1.172,0.155
0.414,-1.135,0.126
0.398,-1.077,0.066
0.362,-1.052,0.011
0.32,-1.026,-0.01
0.27,-1.018,-0.043
0.246,-1.017,-0.076
0.214,-1.02,-0.104
0.194,-1.023,-0.119
0.186,-1.022,-0.155
0.169,-1.023,-0.167
0.161,-1.032,-0.173
0.153,-1.029,-0.174
0.158,-1.019,-0.177
0.164,-1.003,-0.186
0.172,-0.991,-0.191
0.177,-0.97,-0.192
0.176,-0.94,-0.197
0.172,-0.907,-0.205
0.158,-0.887,-0.215
0.154,-0.842,-0.222
0.155,-0.8,-0.232
0.156,-0.761,-0.241
0.158,-0.74,-0.252
0.159,-0.703,-0.259
0.156,-0.662,-0.269
0.157,-0.643,-0.264
0.173,-0.618,-0.264
0.187,-0.609,-0.26
0.211,-0.608,-0.262
0.228,-0.604,-0.261
0.25,-0.583,-0.272
0.257,-0.555,-0.264
0.271,-0.533,-0.273
0.279,-0.479,-0.275
0.242,-0.43,-0.294
0.21,-0.364,-0.313
0.208,-0.314,-0.347
0.218,-0.289,-0.35
0.235,-0.258,-0.346
0.257,-0.228,-0.348
0.274,-0.175,-0.335
0.313,-0.151,-0.305
0.369,-0.107,-0.301
0.398,-0.053,-0.303
0.447,-0.016,-0.296
0.47,0.078,-0.288
0.475,0.183,-0.275
0.476,0.238,-0.291
0.468,0.33,-0.308
0.463,0.402,-0.339
0.456,0.424,-0.382
0.446,0.439,-0.415
0.438,0.433,-0.482
0.44,0.442,-0.505
0.448,0.479,-0.52
0.451,0.529,-0.514
0.455,0.552,-0.382
0.493,0.609,-0.48
0.528,0.645,-0.45
0.64,0.742,-0.446
0.693,0.86,-0.454
0.759,0.925,-0.45
0.77,1.042,-0.435
0.766,1.123,-0.423
0.738,1.157,-0.462
0.669,1.196,-0.498
0.62,1.207,-0.557
0.516,1.199,-0.605
0.429,1.152,-0.627
0.399,1.081,-0.673
0.354,1.037,-0.7
0.327,0.949,-0.707
0.323,0.852,-0.696
0.329,0.794,-0.682
0.373,0.69,-0.637
0.398,0.651,-0.605
0.458,0.593,-0.602
0.488,0.58,-0.581
0.553,0.584,-0.526
0.617,0.619,-0.491
0.646,0.702,-0.425
0.693,0.752,-0.406
0.707,0.861,-0.407
0.708,0.947,-0.402
0.683,0.976,-0.418
0.62,1.044,-0.434
0.58,1.09,-0.472
0.501,1.098,-0.502
0.423,1.094,-0.518
0.384,1.057,-0.549
0.318,1.027,-0.569
0.276,0.955,-0.576
0.263,0.885,-0.59
0.251,0.84,-0.584
0.253,0.755,-0.55
0.268,0.716,-0.49
0.326,0.716,-0.436
0.413,0.743,-0.432
0.46,0.796,-0.441
0.603,1.091,-0.373
0.597,1.129,-0.386
0.579,1.195,-0.393
0.567,1.238,-0.416
0.535,1.25,-0.443
0.508,1.26,-0.452
0.5,1.269,-0.461
0.483,1.269,-0.468
0.484,1.261,-0.479
0.488,1.252,-0.496
0.499,1.227,-0.497
0.508,1.201,-0.483
0.522,1.191,-0.477
0.558,1.185,-0.483
0.582,1.206,-0.507
0.624,1.221,-0.52
0.657,1.26,-0.515
0.672,1.278,-0.508
0.697,1.317,-0.51
0.715,1.353,-0.501
0.746,1.368,-0.487
0.772,1.393,-0.483
0.793,1.409,-0.478
0.799,1.416,-0.47
0.81,1.417,-0.468
0.813,1.408,-0.456
0.815,1.401,-0.447
0.814,1.39,-0.454
0.813,1.381,-0.472
0.796,1.376,-0.48
0.774,1.356,-0.477
0.763,1.342,-0.485
0.738,1.332,-0.515
0.716,1.309,-0.528
0.705,1.281,-0.546
0.679,1.27,-0.551
0.666,1.247,-0.566
0.661,1.225,-0.59
0.657,1.217,-0.601
0.654,1.205,-0.603
0.655,1.203,-0.596
0.658,1.214,-0.586
0.658,1.219,-0.587
0.655,1.241,-0.583
0.652,1.262,-0.559
0.648,1.272,-0.537
0.642,1.287,-0.533
0.639,1.291,-0.527
0.638,1.293,-0.522
0.633,1.286,-0.515
0.625,1.28,-0.515
0.621,1.258,-0.52
0.746,1.24,-0.527
0.631,1.232,-0.539
0.639,1.22,-0.544
0.644,1.206,-0.552
0.645,1.199,-0.551
0.648,1.189,-0.547
0.647,1.191,-0.54
0.644,1.214,-0.544
0.629,1.226,-0.54
0.625,1.246,-0.537
0.624,1.258,-0.536
0.617,1.277,-0.539
0.606,1.288,-0.54
0.597,1.294,-0.519
0.585,1.305,-0.51
0.577,1.3,-0.51
0.565,1.285,-0.521
0.553,1.24,-0.525
0.552,1.195,-0.531
0.557,1.161,-0.544
0.571,1.119,-0.565
0.565,1.089,-0.563
0.579,1.065,-0.566
0.614,0.99,-0.575
0.611,1.003,-0.556
0.594,1.018,-0.564
0.589,1.003,-0.581
0.593,0.99,-0.594
0.599,0.988,-0.59
0.596,0.995,-0.582
0.579,0.996,-0.566
0.563,0.987,-0.566
0.52,0.974,-0.575
0.494,0.936,-0.587
0.488,0.915,-0.613
0.473,0.871,-0.629
0.462,0.82,-0.647
0.438,0.795,-0.649
0.434,0.759,-0.655
0.438,0.738,-0.679
0.439,0.73,-0.697
0.413,0.695,-0.695
0.401,0.644,-0.68
0.388,0.613,-0.679
0.388,0.557,-0.693
0.393,0.531,-0.696
0.398,0.478,-0.697
0.4,0.438,-0.702
0.408,0.422,-0.693
0.419,0.399,-0.684
0.421,0.38,-0.655
0.419,0.367,-0.619
0.411,0.333,-0.604
0.407,0.303,-0.585
0.398,0.29,-0.576
0.382,0.257,-0.572
0.368,0.209,-0.551
0.346,0.178,-0.524
0.338,0.11,-0.514
0.344,0.059,-0.508
0.375,0.041,-0.52
0.397,-0.003,-0.524
0.399,-0.04,-0.516
0.404,-0.059,-0.482
0.414,-0.096,-0.47
0.414,-0.123,-0.462
0.414,-0.153,-0.446
-0.023,-1.789,0.307
-0.03,-1.923,0.381
-0.04,-1.976,0.449
-0.033,-2.053,0.473
-0.012,-2.108,0.5
-0.003,-2.144,0.517
0.007,-2.152,0.527
0.029,-2.138,0.534
0.045,-2.106,0.532
0.066,-2.079,0.504
0.099,-2.007,0.489
0.116,-1.968,0.461
0.158,-1.874,0.434
0.178,-1.767,0.374
0.223,-1.713,0.332
0.259,-1.6,0.309
0.281,-1.488,0.256
0.319,-1.432,0.228
0.338,-1.318,0.175
0.339,-1.139,0.128
0.329,-1.168,0.1
0.302,-1.086,0.084
0.288,-1.036,0.035
0.267,-1.02,-0.015
0.245,-0.997,-0.039
0.232,-0.987,-0.089
0.199,-0.984,-0.117
0.17,-0.981,-0.126
0.16,-0.992,-0.138
0.147,-0.996,-0.16
0.142,-1.004,-0.171
0.14,-1.007,-0.181
0.139,-0.875,-0.191
0.138,-0.98,-0.195
0.141,-0.959,-0.194
0.143,-0.947,-0.197
0.153,-0.921,-0.2
0.163,-0.894,-0.214
0.181,-0.88,-0.224
0.194,-0.84,-0.226
0.197,-0.793,-0.237
0.202,-0.762,-0.245
0.19,-0.698,-0.248
0.184,-0.627,-0.254
0.183,-0.595,-0.271
0.185,-0.529,-0.284
0.188,-0.468,-0.311
0.197,-0.446,-0.327
0.226,-0.431,-0.332
0.227,-0.394,-0.358
0.217,-0.374,-0.383
0.276,-0.448,-0.364
0.264,-0.351,-0.357
0.225,-0.315,-0.389
0.245,-0.305,-0.394
0.264,-0.267,-0.36
0.312,-0.245,-0.346
0.366,-0.234,-0.367
0.388,-0.199,-0.383
0.414,-0.16,-0.381
0.435,-0.098,-0.381
0.449,-0.072,-0.376
0.478,-0.055,-0.363
0.507,-0.001,-0.356
0.526,0.028,-0.382
0.529,0.066,-0.392
0.517,0.108,-0.393
0.511,0.143,-0.39
0.49,0.261,-0.398
0.471,0.364,-0.403
0.426,0.41,-0.41
0.398,0.489,-0.435
0.393,0.525,-0.463
0.399,0.591,-0.472
0.402,0.666,-0.503
0.408,0.705,-0.544
0.405,0.759,-0.563
0.403,0.794,-0.576
0.401,0.8,-0.578
0.414,0.808,-0.585
0.437,0.817,-0.621
0.443,0.823,-0.644
0.433,0.843,-0.645
0.439,0.876,-0.636
0.459,0.889,-0.607
0.454,0.936,-0.591
0.451,1.036,-0.588
0.451,1.218,-0.591
0.438,1.188,-0.591
0.394,1.249,-0.597
0.366,1.263,-0.62
0.314,1.257,-0.627
0.295,1.224,-0.628
0.281,1.203,-0.662
0.273,1.164,-0.687
0.267,1.137,-0.694
0.266,1.119,-0.666
0.277,1.066,-0.646
0.286,1.014,-0.622
0.31,0.996,-0.622
0.338,0.982,-0.629
0.353,0.984,-0.617
0.374,0.988,-0.602
0.399,0.997,-0.564
0.419,1.01,-0.551
0.462,1.054,-0.559
0.479,1.118,-0.563
0.482,1.175,-0.543
0.485,1.199,-0.519
0.477,1.238,-0.514
0.468,1.249,-0.508
0.452,1.255,-0.513
0.446,1.232,-0.52
0.424,1.211,-0.522
0.397,1.141,-0.52
0.386,1.071,-0.516
0.385,1.039,-0.517
0.388,0.991,-0.522
0.391,0.948,-0.522
0.63,1.029,-0.374
0.651,1.086,-0.36
0.659,1.115,-0.36
0.656,1.156,-0.372
0.644,1.172,-0.388
0.623,1.2,-0.399
0.594,1.209,-0.421
0.581,1.215,-0.441
0.56,1.228,-0.455
0.548,1.245,-0.48
0.548,1.249,-0.496
0.549,1.26,-0.503
0.561,1.275,-0.51
0.568,1.286,-0.517
0.588,1.324,-0.524
0.6,1.364,-0.535
0.628,1.388,-0.531
0.641,1.437,-0.526
0.652,1.488,-0.525
0.655,1.511,-0.529
0.653,1.56,-0.532
0.649,1.593,-0.541
0.636,1.604,-0.547
0.63,1.607,-0.548
0.628,1.595,-0.547
0.628,1.583,-0.546
0.619,1.551,-0.544
0.614,1.501,-0.542
0.611,1.474,-0.535
0.609,1.413,-0.534
0.607,1.358,-0.525
0.598,1.326,-0.529
0.585,1.266,-0.531
0.577,1.215,-0.54
0.57,1.193,-0.56
0.564,1.16,-0.572
0.557,1.148,-0.589
0.545,1.139,-0.589
0.538,1.139,-0.579
0.537,1.143,-0.582
0.538,1.16,-0.584
0.539,1.191,-0.572
0.541,1.203,-0.564
0.538,1.216,-0.564
0.534,1.226,-0.557
0.531,1.229,-0.551
0.526,1.227,-0.549
0.524,1.22,-0.555
0.517,1.214,-0.561
0.512,1.2,-0.564
0.51,1.191,-0.564
0.514,1.175,-0.565
0.517,1.165,-0.578
0.522,1.162,-0.593
0.528,1.153,-0.6
0.532,1.146,-0.621
0.536,1.132,-0.64
0.534,1.122,-0.654
0.525,1.1,-0.657
0.52,1.068,-0.661
0.511,1.05,-0.671
0.495,1.014,-0.679
0.489,0.983,-0.689
0.482,0.967,-0.69
0.485,0.933,-0.688
0.486,0.911,-0.688
0.496,0.904,-0.69
0.504,0.915,-0.69
0.503,0.929,-0.686
0.49,0.956,-0.678
0.474,0.971,-0.659
0.466,0.972,-0.654
0.447,0.967,-0.659
0.434,0.95,-0.675
0.416,0.931,-0.69
0.402,0.878,-0.699
0.392,0.81,-0.712
0.382,0.775,-0.723
0.366,0.709,-0.721
0.37,0.63,-0.708
0.405,0.589,-0.71
0.432,0.535,-0.717
0.442,0.515,-0.714
0.455,0.502,-0.714
0.473,0.476,-0.713
0.482,0.467,-0.69
0.502,0.463,-0.67
0.513,0.468,-0.642
0.52,0.502,-0.635
0.53,0.513,-0.628
0.519,0.52,-0.62
0.509,0.493,-0.6
0.488,0.468,-0.6
0.474,0.413,-0.607
0.47,0.352,-0.633
0.461,0.323,-0.646
0.454,0.271,-0.653
0.433,0.248,-0.626
0.414,0.217,-0.612
0.409,0.188,-0.595
0.414,0.171,-0.59
0.424,0.143,-0.588
0.426,0.128,-0.578
0.427,0.117,-0.573
0.432,0.107,-0.562
0.442,0.102,-0.553
0.434,0.098,-0.55
0.432,0.081,-0.544
0.417,0.069,-0.514
0.393,0.035,-0.495
0.386,-0.012,-0.472
0.381,-0.034,-0.467
0.377,-0.064,-0.464
0.374,-0.098,-0.453
0.366,-0.107,-0.45
0.368,-0.113,-0.454
0.366,-0.135,-0.449
0.351,-0.151,-0.439
0.331,-0.182,-0.432
0.076,-1.604,0.381
0.073,-1.719,0.482
0.077,-1.773,0.553
0.088,-1.877,0.575
0.08,-1.947,0.593
0.095,-1.984,0.597
0.126,-2.036,0.607
0.145,-2.054,0.605
0.175,-2.057,0.596
0.208,-2.019,0.566
0.225,-1.989,0.525
0.256,-1.901,0.506
0.27,-1.809,0.468
0.304,-1.764,0.419
0.341,-1.66,0.391
0.36,-1.547,0.334
0.39,-1.491,0.292
0.412,-1.382,0.273
0.418,-1.288,0.234
0.423,-1.248,0.189
0.427,-1.167,0.164
0.438,-1.09,0.11
0.45,-1.054,0.053
0.449,-0.99,0.024
0.448,-0.964,-0.044
0.439,-0.924,-0.077
0.411,-0.896,-0.117
0.392,-0.888,-0.139
0.356,-0.883,-0.15
0.313,-0.883,-0.167
0.29,-0.901,-0.178
0.25,-0.915,-0.18
0.218,-0.952,-0.179
0.198,-0.991,-0.172
0.164,-1.018,-0.157
0.146,-1.072,-0.148
0.131,-1.11,-0.136
0.125,-1.122,-0.128
0.121,-1.149,-0.116
0.119,-1.172,-0.1
0.124,-1.18,-0.092
0.131,-1.193,-0.091
0.137,-1.198,-0.091
0.14,-1.195,-0.095
0.138,-1.171,-0.098
0.129,-1.135,-0.095
0.127,-1.092,-0.086
0.125,-1.063,-0.095
0.129,-1.004,-0.096
0.127,-0.936,-0.104
0.124,-0.899,-0.117
0.12,-0.826,-0.122
0.114,-0.752,-0.127
0.11,-0.712,-0.132
0.125,-0.645,-0.134
0.112,-0.553,-0.151
0.111,-0.517,-0.171
0.15,-0.503,-0.174
0.144,-0.402,-0.187
0.141,-0.347,-0.227
0.156,-0.34,-0.255
0.182,-0.319,-0.257
0.216,-0.302,-0.268
0.235,-0.297,-0.283
0.266,-0.286,-0.284
0.3,-0.251,-0.296
0.318,-0.208,-0.307
0.348,-0.184,-0.3
0.368,-0.122,-0.289
0.374,-0.037,-0.288
0.378,0.051,-0.294
0.39,0.101,-0.305
0.395,0.194,-0.334
0.399,0.234,-0.353
0.395,0.315,-0.36
0.391,0.385,-0.378
0.384,0.416,-0.393
0.386,0.468,-0.399
0.388,0.497,-0.413
0.398,0.502,-0.432
0.412,0.509,-0.445
0.418,0.506,-0.464
0.429,0.506,-0.464
0.44,0.51,-0.455
0.445,0.515,-0.46
0.452,0.536,-0.46
0.467,0.58,-0.444
0.473,0.664,-0.433
0.48,0.712,-0.424
0.482,0.808,-0.42
0.49,0.909,-0.409
0.511,0.956,-0.428
0.529,1.057,-0.443
0.531,1.143,-0.461
0.518,1.175,-0.481
0.489,1.202,-0.491
0.468,1.195,-0.52
0.457,1.181,-0.561
0.433,1.151,-0.586
0.407,1.116,-0.609
0.398,1.09,-0.597
0.389,1.036,-0.58
0.406,0.966,-0.554
0.418,0.941,-0.51
0.448,0.935,-0.491
0.473,0.967,-0.466
0.482,0.983,-0.423
0.505,1.047,-0.399
0.527,1.152,-0.379
0.563,1.215,-0.391
0.57,1.335,-0.406
0.569,1.388,-0.427
0.557,1.475,-0.446
0.541,1.53,-0.503
0.505,1.547,-0.569
0.474,1.555,-0.596
0.453,1.525,-0.647
0.405,1.503,-0.696
0.368,1.445,-0.709
0.359,1.374,-0.722
0.372,1.305,-0.728
0.39,1.24,-0.731
0.402,1.214,-0.705
0.431,1.181,-0.685
0.477,1.163,-0.665
0.501,1.16,-0.649
0.546,1.156,-0.635
0.566,1.146,-0.595
0.611,1.139,-0.561
0.649,1.121,-0.55
0.681,1.102,-0.53
0.696,1.092,-0.515
0.714,1.072,-0.51
0.727,1.057,-0.504
0.735,1.045,-0.501
0.728,1.034,-0.498
0.723,1.051,-0.496
0.717,1.062,-0.498
0.71,1.093,-0.499
0.702,1.127,-0.504
0.698,1.14,-0.506
0.693,1.159,-0.506
0.701,1.167,-0.513
0.702,1.17,-0.538
0.708,1.166,-0.544
0.71,1.154,-0.54
0.713,1.148,-0.535
0.724,1.141,-0.531
0.732,1.133,-0.536
0.747,1.13,-0.538
0.757,1.126,-0.538
0.761,1.126,-0.538
0.766,1.127,-0.534
0.765,1.133,-0.53
0.765,1.137,-0.53
0.759,1.146,-0.54
0.749,1.151,-0.562
0.74,1.153,-0.584
0.72,1.156,-0.593
0.711,1.173,-0.608
0.691,1.186,-0.618
0.677,1.208,-0.624
0.662,1.228,-0.637
0.657,1.243,-0.642
0.648,1.251,-0.644
0.637,1.264,-0.649
0.633,1.268,-0.65
0.631,1.269,-0.648
0.626,1.268,-0.643
0.617,1.266,-0.645
0.599,1.255,-0.648
0.585,1.241,-0.651
0.582,1.234,-0.654
0.577,1.234,-0.665
0.577,1.233,-0.668
0.574,1.235,-0.664
0.574,1.236,-0.657
0.573,1.23,-0.646
0.573,1.23,-0.632
0.573,1.233,-0.63
0.577,1.238,-0.631
0.583,1.242,-0.632
0.58,1.25,-0.629
0.571,1.255,-0.619
0.567,1.255,-0.627
0.559,1.248,-0.633
0.548,1.234,-0.637
0.54,1.231,-0.639
0.531,1.22,-0.65
0.529,1.207,-0.682
0.52,1.198,-0.699
0.501,1.175,-0.701
0.494,1.138,-0.708
0.483,1.118,-0.715
0.477,1.071,-0.736
0.475,1.05,-0.736
0.481,1.007,-0.733
0.488,0.964,-0.744
0.502,0.947,-0.758
0.507,0.909,-0.752
0.509,0.89,-0.732
0.515,0.882,-0.713
0.506,0.88,-0.721
0.501,0.89,-0.727
0.503,0.899,-0.721
0.501,0.891,-0.699
0.49,0.89,-0.692
0.449,0.889,-0.685
0.443,0.856,-0.674
0.458,0.818,-0.701
0.44,0.774,-0.693
0.428,0.752,-0.686
0.421,0.725,-0.703
0.421,0.661,-0.708
0.432,0.603,-0.704
0.462,0.572,-0.695
0.479,0.533,-0.677
0.476,0.518,-0.673
0.478,0.506,-0.674
0.487,0.491,-0.684
0.488,0.479,-0.681
0.468,0.447,-0.654
0.452,0.406,-0.617
0.428,0.383,-0.603
0.408,0.339,-0.585
0.402,0.312,-0.584
0.386,0.261,-0.583
0.377,0.219,-0.577
0.381,0.198,-0.569
0.391,0.159,-0.573
0.392,0.128,-0.586
0.389,0.116,-0.585
0.381,0.087,-0.578
0.375,0.055,-0.559
0.367,0.036,-0.542
0.37,0.004,-0.536
0.38,-0.007,-0.543
0.387,-0.009,-0.551
-0.037,-1.665,0.44
-0.047,-1.74,0.535
-0.063,-1.88,0.584
-0.078,-2.008,0.679
-0.077,-2.066,0.756
-0.051,-2.168,0.783
0.099,-2.245,0.811
0.031,-2.271,0.807
0.101,-2.299,0.794
0.139,-2.279,0.76
0.211,-2.256,0.721
0.264,-2.171,0.691
0.289,-2.044,0.616
0.343,-1.971,0.578
0.395,-1.801,0.492
0.419,-1.613,0.39
0.455,-1.517,0.289
0.489,-1.332,0.244
0.523,-1.165,0.158
0.536,-1.005,0.067
0.547,-0.932,-0.022
0.548,-0.798,-0.068
0.543,-0.689,-0.158
0.526,-0.618,-0.228
0.52,-0.594,-0.291
0.509,-0.597,-0.346
0.503,-0.624,-0.387
0.484,-0.667,-0.403
0.453,-0.721,-0.413
0.437,-0.77,-0.41
0.41,-0.792,-0.402
0.374,-0.835,-0.379
0.317,-0.885,-0.361
0.261,-0.95,-0.32
0.243,-1.014,-0.287
0.218,-1.075,-0.257
0.188,-1.108,-0.223
0.16,-1.161,-0.206
0.141,-1.199,-0.167
0.135,-1.215,-0.132
0.141,-1.241,-0.112
0.149,-1.261,-0.107
0.153,-1.271,-0.095
0.154,-1.274,-0.082
0.161,-1.256,-0.074
0.166,-1.246,-0.066
0.172,-1.207,-0.066
0.176,-1.158,-0.071
0.181,-1.131,-0.08
0.192,-1.09,-0.079
0.192,-1.042,-0.104
0.177,-0.98,-0.118
0.222,-1.016,-0.102
0.239,-0.956,-0.104
0.217,-0.878,-0.159
0.23,-0.871,-0.181
0.264,-0.843,-0.17
0.287,-0.81,-0.154
0.299,-0.758,-0.148
0.307,-0.706,-0.147
0.308,-0.618,-0.152
0.313,-0.567,-0.163
0.314,-0.547,-0.169
0.307,-0.502,-0.179
0.284,-0.447,-0.222
0.266,-0.37,-0.246
0.235,-0.327,-0.252
0.228,-0.251,-0.261
0.228,-0.213,-0.271
0.242,-0.146,-0.275
0.266,-0.102,-0.292
0.281,-0.082,-0.3
0.318,-0.047,-0.304
0.361,-0.003,-0.307
0.383,0.05,-0.311
0.424,0.077,-0.303
0.474,0.143,-0.308
0.508,0.225,-0.328
0.561,0.265,-0.343
0.59,0.353,-0.369
0.599,0.398,-0.394
0.594,0.492,-0.413
0.58,0.597,-0.47
0.541,0.649,-0.519
0.509,0.736,-0.539
0.488,0.781,-0.587
0.43,0.789,-0.634
0.384,0.782,-0.65
0.37,0.762,-0.658
0.346,0.76,-0.655
0.304,0.743,-0.657
0.288,0.707,-0.646
0.299,0.688,-0.604
0.332,0.673,-0.586
0.377,0.67,-0.563
0.398,0.672,-0.531
0.435,0.683,-0.511
0.453,0.706,-0.473
0.485,0.732,-0.472
0.487,0.824,-0.484
0.482,0.938,-0.504
0.46,0.992,-0.508
0.429,1.075,-0.513
0.405,1.124,-0.538
0.336,1.148,-0.551
0.247,1.164,-0.591
0.204,1.12,-0.644
0.144,1.089,-0.661
0.117,1.021,-0.67
0.108,0.985,-0.653
0.081,0.915,-0.642
0.08,0.829,-0.612
0.098,0.734,-0.547
0.155,0.697,-0.503
0.224,0.673,-0.421
0.261,0.715,-0.387
0.339,0.75,-0.385
0.39,0.828,-0.362
0.415,0.909,-0.305
0.421,1.282,-0.366
0.412,1.373,-0.386
0.385,1.406,-0.396
0.353,1.452,-0.405
0.345,1.465,-0.424
0.332,1.456,-0.428
0.328,1.413,-0.435
0.329,1.341,-0.45
0.334,1.301,-0.454
0.348,1.245,-0.451
0.362,1.23,-0.428
0.403,1.244,-0.433
0.458,1.321,-0.452
0.488,1.402,-0.475
0.536,1.44,-0.466
0.602,1.512,-0.46
0.669,1.568,-0.455
0.691,1.619,-0.464
0.717,1.641,-0.473
0.747,1.677,-0.486
0.769,1.682,-0.497
0.797,1.663,-0.499
0.8,1.617,-0.501
0.801,1.592,-0.497
0.801,1.533,-0.478
0.798,1.498,-0.472
0.782,1.413,-0.475
0.77,1.325,-0.484
0.752,1.313,-0.51
0.705,1.43,-0.668
0.611,1.532,-0.717
0.455,1.497,-0.688
0.472,1.288,-0.691
0.533,1.074,-0.649
0.669,0.984,-0.604
0.778,0.824,-0.54
0.813,0.775,-0.507
0.808,0.747,-0.493
0.777,0.75,-0.459
0.775,0.79,-0.423
0.763,0.814,-0.412
0.732,0.858,-0.405
0.71,0.887,-0.406
0.658,0.956,-0.402
0.629,1.016,-0.407
0.615,1.071,-0.442
0.595,1.098,-0.479
0.574,1.153,-0.5
0.559,1.205,-0.54
0.531,1.229,-0.555
0.518,1.285,-0.581
0.52,1.344,-0.594
0.535,1.371,-0.613
0.553,1.422,-0.621
0.561,1.459,-0.642
0.567,1.478,-0.651
0.585,1.503,-0.648
0.593,1.519,-0.638
0.607,1.525,-0.626
0.618,1.533,-0.617
0.621,1.533,-0.596
0.621,1.529,-0.587
0.624,1.524,-0.574
0.623,1.511,-0.576
0.617,1.505,-0.569
0.61,1.481,-0.563
0.603,1.45,-0.56
0.583,1.43,-0.565
0.565,1.392,-0.571
0.554,1.347,-0.596
0.536,1.321,-0.609
0.509,1.269,-0.638
0.496,1.222,-0.672
0.47,1.198,-0.689
0.449,1.167,-0.711
0.446,1.159,-0.708
0.446,1.147,-0.706
0.438,1.149,-0.713
0.431,1.152,-0.708
0.426,1.157,-0.693
0.423,1.154,-0.651
0.415,1.148,-0.618
0.406,1.121,-0.608
0.405,1.084,-0.604
0.404,1.061,-0.61
0.411,1.011,-0.614
0.412,0.968,-0.612
0.409,0.946,-0.591
0.427,0.91,-0.584
0.434,0.873,-0.579
0.452,0.856,-0.597
0.454,0.813,-0.597
0.468,0.755,-0.589
